"<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds<C><U>Good morning! I think I would like to see a movie tomorrow.<A>Wonderful! I can certainly help with booking that for you.<U>The problem is I am not sure what I want to see. I am in the mood for either a romantic comedy or horror film.<PN>find_movies<PAN>name.genre<PAV>romantic comedy or horror<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>'Family Jewels'<PRAV>'Shuttered'<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Romantic Comedy<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist""<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes score of 69%<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>name.person"	"[A]There are movies showing in both those genres. 'Family Jewels' is a Romantic Comedy with a Rotten Tomatoes score of 69%. Synopsis of this movie is ""a famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist"" It stars Melissa McCarthy and Ryan Reynolds."	dlg-7cf36373-91dd-4782-b548-d20522f007dd
"<U>Yep, that all sounds correct.<C><U>I was calling to see about tickets to a movie.<A>Alright I think I can help you with that. What are you in the mood to see.<U>Hmm. Its been a long rough week. How about something funny? A comedy, to cheer me up.<A>Ah, yes. I hear you there. Currently I can get you tickets to either a comedy, or a romantic comedy.<U>Okay, what are those two movies.<PN>find_movies<PAN>description.other<PAV>something funny<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem<PRAV>Family Jewels<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>It is about a troubled teen who tries to convince his depressed elderly neighbor that things are not what they seem<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp<PN>find_theaters<PAN>name.movie<PAV>Not My Problem<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<PN>find_showtimes<PAN>name.movie<PAV>Not My Problem<PAN>name.theater<PAV>AMC Holiday Theater<PAN>time.preference<PAV>any<PAN>date.showing<PAV>today<PR>find_showtimes<PRAN>time.showing<PRAV>1pm<PRAV>3:55pm<PRAV>7pm<PRAV>10:05pm<A>The comedy is called, Not My Problem. It is rated PG-13 It is about a troubled teen who tries to convince his depressed elderly neighbor that things are not what they seem. The stars of the movie are Matt Damon and Noah Schnapp. I have tickets available for the AMC Holiday Theater at 1pm, 3:55pm, 7pm or 10:05pm<U>Okay. What is the romantic comedy about?<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>romantic comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>about a famous diamond dealer who leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds<A>The romantic comedy is called Family Jewels. It is rated R, and is about a famous diamond dealer who leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist. The movie stars Melissa McCarthy and Ryan Reynolds. I have it playing also at the AMC Holiday Theater at either 2:00pm, 5:00pm, 8:10pm.<U>Hmm. Alright. I think I'd Like to see Family Jewels. Anything with Ryan Reynolds is hilarious. How about the 5 o clock show?<A>Alright. Is it just you attending?<U>Yep, just me.<A>Okay. Just to confirm here, I will be getting you set up with 1 ticket, to ""Family Jewels"" at the AMC Holiday Theater at 5pm, tonight?"	[PN]book_tickets[PAN]name.movie[PAV]Family Jewels[PAN]name.theater[PAV]AMC Holiday Theater[PAN]num.tickets[PAV]1[PAN]time.showing[PAV]5pm[PAN]date.showing[PAV]tonight[PAN]seating[PAV]any	dlg-d3a8b438-f249-4f00-b51d-0f265a3b83b6
<PR>book_tickets<PRAN>status<PRAV>success<C><U>My wife and I would like to see the movie Fantasy Island. Can you book us tickets?<A>I certainly can. Which theater would you like to see the movie.<U>Flagship Cinema in Waterville<A>and what day please?<U>this Thursday<A>time?<U>as close to 7 PM as possible<A>screen viewing preference?<U>standard is fine<A>How many total tickets?<U>Just two adult tickets<A>The closest showtime for Fantasy Island at Flagship Cinema this Thursday is 7:15 pm. Is that acceptable?<U>Yes<A>So to confirm, you want 2 tickets for Fantasy Island at Flagship Cinema in Waterville for this Thursday at 7:15 pm?<U>Actually wait, I think it would be easier for us to see the movie at Regal Theater in Augusata. Can you change it Regal Theater and keep everything else the same?<A>I think so. The closest showtime to 7 PM at Regal for Fantasy Island is 7:25 PM. Is that OK?<U>Yes, that is great. Please book the tickets.<A>So to confirm, you want 2 tickets for Fantasy Island at Regal Theater in Augusta for this Thursday at 7:25 pm?<U>Yes<PN>book_tickets<PAN>name.movie<PAV>Fantasy Island<PAN>name.theater<PAV>Regal Theater<PAN>num.tickets<PAV>two adult<PAN>time.showing<PAV>7:25 PM<PAN>date.showing<PAV>this Thursday<PAN>seating<PAV>any	[A]Your tickets are confirmed and they’ve been sent to your email address.	dlg-0f135224-23d5-4517-8a39-ad2223dd0f78
<PR>book_tickets<PRAN>status<PRAV>success<C><U>Hi! I would like to watch a movie tonight!<A>Great! Where are you located?<U>I am currently located in Hillview, Oregon.<A>What theater works best for you?<U>Mountain AMC 16 is the best available option for me.<A>How many tickets will you need?<U>I need 2 tickets. I am going with a friend.<A>Awesome! And which movie will it be for you guys?<U>I would have to say No Time To Die.<PN>find_showtimes<PAN>name.movie<PAV>No Time To Die<PAN>name.theater<PAV>Mountain AMC 16<PAN>date.showing<PAV>tonight!<PAN>time.preference<PAV>tonight!<PR>find_showtimes<PRAN>time.showing<PRAV>3:00pm<PRAV>5:10pm<PRAV>7:30pm<PRAV>9:40pm<A>Which of the following showtimes would you prefer?: 3:00pm 5:10pm 7:30pm 9:40pm.<U>7:30 pm works best for us.<A>Would that be all?<U>Actually, I would like to change the movie.<A>Which movie would you like to go and see instead?<U>Mulan would be better, my friend would definitely prefer that one.<PN>find_showtimes<PAN>name.movie<PAV>Mulan<PAN>name.theater<PAV>Mountain AMC 16<PAN>date.showing<PAV>tonight!<PAN>time.preference<PAV>tonight!<PR>find_showtimes<PRAN>time.showing<PRAV>4:00pm<PRAV>6:10pm<PRAV>8:30pm<PRAV>10:40pm<A>Okay, and which time would you prefer?: 4:00pm 6:10pm 8:30pm 10:40pm.<U>8:30 pm works best for us.<A>2 tickets to Mulan at 8:30 pm at the Mountain AMC 16 in Hillview, Oregon. Is that correct?<U>Yes, that is correct. Please place the order.<PN>book_tickets<PAN>num.tickets<PAV>2<PAN>name.theater<PAV>Mountain AMC 16<PAN>name.movie<PAV>Mulan<PAN>time.showing<PAV>8:30 pm<PAN>date.showing<PAV>tonight!<PAN>seating<PAV>any	[A]Your tickets are confirmed and they’ve been sent to your email address.	dlg-445e924b-b724-4a0e-a840-20ec9a22ac4f
<U>That would be great.<C><U>I would like to see a movie tonight.<A>Great I can help you order some tickets!	[A]What would you like to see?	dlg-9a1609de-664a-4c2c-9608-5e9c6a6516c8
<U>2 please<C><U>Hello what time is Oceans 11 playing<A>At which cinema would you like to see it?<U>Downtown Seattle<PN>find_showtimes<PAN>name.movie<PAV>Oceans 11<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>1 pm<PRAV>7 pm<A>We have a 1 pm and 7 pm showing<U>I would like to book it for 7pm<A>How many tickets would you like?	[PN]book_tickets[PAN]name.movie[PAV]Oceans 11[PAN]num.tickets[PAV]2[PAN]time.showing[PAV]7 pm[PAN]date.showing[PAV]today[PAN]seating[PAV]any	dlg-6d814ddf-014d-4e35-8318-e656a81043c4
<U>Oh... I don't know then. Because my kind of humor is when movies are for mature audiences...I feel childish and immature when I'm watching a movie that kids could theoretically watch. But I'm open to that.<C><U>Hey! I'm looking for a good movie that's playing in theaters right now.<A>Okay! What kind of movie do you want?<U>Well, typically I like something funny because I want to feel light and happy but I also like some action movies or something that can make me super into the story.<PN>find_movies<PAN>description.other<PAV>something funny because I want to feel light and happy but I also like some action movies or something that can make me super into the story<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>Charlie's Angels<A>Well, I see a few that are playing right now in theatres- What about Charlie's Angels?<U>Yes I love movies with strong female roles! Does that one have good reviews?<PN>find_movies<PAN>description.other<PAV>strong female roles!<PR>find_movies<PRAN>name.movie<PRAV>Playing with Fire<A>Yeah it does but let's brainstorm others... I see that Playing with Fire is also funny and it starts John Cena<U>Oh! I love movies where I can recognize the lead role. It's weird though because I find mixed reviews from my friends about him. Some don't like him. What rating does it have?<PN>get_movie_attribute<PAN>attribute<PAV>rating.movie<PAN>name.movie<PAV>Playing with Fire<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG<A>It's PG	[PN]find_movies[PAN]description.other[PAV]that kids could theoretically watch	dlg-4b3317ac-e049-4b38-b1de-2da6bf3f58a7
<U>No. I am sorry for wasting your time.<C><U>Hi! I would like to watch a movie!<A>Great! How many people will be going with you?<U>I will be going alone.<A>What time works best for you?<U>9 PM is the best available time.<A>Any screening preferences for you?<U>Just the standard viewing experience for me.<A>What city are you in?<U>I am in the city of Des Plaines.<PN>find_theaters<PAN>type.screening<PAV>standard<PAN>location<PAV>Des Plaines<PR>find_theaters<PRAN>name.theater<PRAV>AMC<A>Is the AMC good for you?<U>Yes! It is a great theater!<A>What movie would you like to see?<U>I would like to see The Grudge.<PN>find_showtimes<PAN>name.movie<PAV>The Grudge<PAN>name.theater<PAV>AMC<PAN>date.showing<PAV>today<PAN>time.preference<PAV>9 PM<PAN>type.screening<PAV>standard<PR>find_showtimes<PRAN>time.showing<PRAV>empty<A>I am afraid that it is not available at the AMC Theater.<U>What about Star Wars?<A>It is available, but only in 3D.<U>I do not like the 3D viewing experience.<A>Are there any other movies you would like to see?<U>I am afraid not.<A>No order for you today, then?	[A]No problem! I am here to help!	dlg-c514e23f-5279-44d0-a0c6-9498cb1824a2
<U>Hi, I'm looking for some movie info in Denver, Colorado. I wanted to ask about the one with all of the Marvel superheroes coming together.	[PN]resolve_movie[PAN]name.movie[PAV]the one with all of the Marvel superheroes coming together	dlg-0f151f7d-b00b-4891-8f21-e5b9d3151461
<U>The Paramount Ultraplex theatre.<C><U>I would like to purchase tickets for a movie today in Needles California.<A>Which theatre would you like to attend?	[A]What movie would you like to see?	dlg-3bf7d9ba-e3ea-4cca-aad6-ea381aad6a80
<U>Ok lets go with movie 2 on Sat early<C><U>I need to check for another movie time<A>What time would you like to to go<U>Check for movie one at 7:00PM Friday<A>Ok there is no showing at this time<U>Check if there is a 7:30PM time<A>There is no showing for this time<U>Check movie 2 time aat 7:00PM Friday<A>There is no 7:00PM for this show<U>OK go back to movie 1 and check 8:30PM<A>There is a time open for 8:15PM<U>Check movie 2 time at 8:30<A>Yes there is a 8:30PM time available<U>OK go ahead and set up movie 1<A>Movie 1 for 2 tickets at 8:30PM<U>Yes unless there is a AM early show<A>There is no early showing for Movie 1<U>What about movie 2 early showing<A>There is a showing at 9:45AM Sat<U>Which movie is that<A>That is movie 2	[A]Booking tickets now for $25	dlg-d5af07bf-b17b-434d-83b5-bf9ec98fd0ef
<U>go ahead and ask what ever you need<C><U>I want to order tickets for a movie<A>I can help with that, but I will need to ask for some details first	[A]what movie are you looking to see	dlg-d52b4afb-cdcb-4580-8fa9-aaa4f809e889
<PR>get_movie_attribute<PRAN>name.genre<PRAV>romantic Comedy<C><U>Hello, yes I'd like to purchase tickets to an upcoming movie time<A>I'd be happy to help you with this task. To make sure you have the correct theater this is for Spring Hills Kansas?<U>Yes. Thanks wanted to make sure I got the right place lol.<A>You sure did. Do you know the name of the movie title you would like to see, or do you want to go over our movies by genre?<U>I'm looking for something uplifting and not scary.<PN>find_movies<PAN>location<PAV>Spring Hills Kansas<PAN>description.other<PAV>something uplifting and not scary<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem<PRAV>Family Jewles<A>Something uplifting like a comedy, let me check what we have. We have two comedies playing currently, the first is Not My Problem and the other is Family Jewles, would you like more info on a specific one or both?<U>Tell me a little about both.<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes gives it 72%<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>it's about a troubled teen tries to convince his depressed elderly neighbor that things are not what they seem<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp.<A>Not My Problem is a comedy rated PG-13. Rotten Tomatoes gives it 72%, it's about a troubled teen tries to convince his depressed elderly neighbor that things are not what they seem, and it stars Matt Damon and Noah Schnapp.<U>Okay that sounds good but what about the other comedy?<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewles<PAN>attribute<PAV>name.genre	[PN]get_movie_attribute[PAN]name.movie[PAV]Family Jewles[PAN]attribute[PAV]rating.movie	dlg-65ca5591-4ff6-42d6-9b9f-54fd5c6c2bda
<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mercado 24<C><U>Hello I would like to watch a movie tonight.<A>Sure. What movie would you like to see?<U>I don't know yet.<A>No problem. Can you tell me what city you’re in?<U>I am in Oak Valley, Arkansas.<PN>find_movies<PAN>location<PAV>Oak Valley, Arkansas<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Emma<A>Ok. There are a couple of popular films out in your area: No Time To Die and Emma. Do either of those sound interesting?<U>I know about No Time To Die,but I would also like to hear about Emma to decide what to watch.<PN>get_movie_attribute<PAN>attribute<PAV>description.plot<PAN>name.movie<PAV>Emma<PR>get_movie_attribute<PRAN>description.plot<PRAV>In this adaptation of Jane Austen's classic novel, pretty socialite Emma Woodhouse, played by Gwyneth Paltrow, entertains herself by playing matchmaker for those around her<A>OK. Here’s the description of Emma: In this adaptation of Jane Austen's classic novel, pretty socialite Emma Woodhouse, played by Gwyneth Paltrow, entertains herself by playing matchmaker for those around her.<U>This sounds interesting. I would like to have two tickets to Emma.<PN>find_theaters<PAN>location<PAV>Oak Valley, Arkansas<PAN>name.movie<PAV>Emma	[PN]find_showtimes[PAN]date.showing[PAV]tonight[PAN]name.movie[PAV]Emma[PAN]name.theater[PAV]AMC Mercado 24	dlg-d585118d-fc47-4a0a-b867-36a5df44965e
<U>Tuesday<C><U>Hello I would like to book tickets ?<A>What area would you like ?<U>Spring Hills Kansas.<A>What movie would you be interested in ?<U>Beyond The Storm -<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Action<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 81%<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<A>Beyond The Storm is an Action movie rated PG-13 - Rotten Tomatoes 81% - Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board - directed by James Cameron.<U>I would also be interested in the movie shuttered<PN>get_movie_attribute<PAN>name.movie<PAV>shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Horror<PN>get_movie_attribute<PAN>name.movie<PAV>shuttered<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<PN>get_movie_attribute<PAN>name.movie<PAV>shuttered<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 61%<PN>get_movie_attribute<PAN>name.movie<PAV>shuttered<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm<A>Shuttered is a Horror movie rated R - Rotten Tomatoes 61% - Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm.<U>I would like to book the movie shuttered ?<A>Ok how many tickets do you need ?<U>2 tickets<A>What day would you like ?	[A]What theatre would you like ?	dlg-682ace9c-17ad-488c-bae5-ef3596570c56
<U>OK.<C><U>Yeah, I'm looking for some movie showtimes in Brighton, Colorado. First, I want to see if you have the one about the clown that's angry at society?<PN>resolve_movie<PAN>name.movie<PAV>the one about the clown that's angry at society<PR>resolve_movie<PRAN>name.movie<PRAV>Joker<A>Happy to help! Let me just confirm that the movie you're talking about is Joker. Is that right?<U>That’s right.<PN>find_theaters<PAN>name.movie<PAV>Joker<PAN>location<PAV>Brighton, Colorado<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. Joker is playing at both AMC Mountain 16 and Cinemark Plaza 24 in Brighton, Colorado.<U>Awesome, thanks! I've got another one. I don't remember the name, but it's the third one of the Keanu Reeves action movie series.<A>Let me check.<PN>resolve_movie<PAN>name.movie<PAV>the third one of the Keanu Reeves action movie series<PR>resolve_movie<PRAN>name.movie<PRAV>John Wick 3<A>I found some titles that might be what you're thinking of. The first is Long Way To Darkness. The second is John Wick 3. Are either of those the one you want?<U>Oh yeah, I'm thinking of John Wick 3.<A>Great let me check theaters.	[PN]find_theaters[PAN]name.movie[PAV]John Wick 3[PAN]location[PAV]Brighton, Colorado	dlg-f35c8c30-3838-44c4-b2fd-601d7dd50682
"<U>yeah, i got it now. It's ""The Lion King""<C><U>Am in mood to watch latest Marvel's super hero movie near Las Vegas, Nevada. Can you help me with that ?<PN>resolve_movie<PAN>name.movie<PAV>Marvel's super hero movie<PR>resolve_movie<PRAN>name.movie<PRAV>Avengers: Endgame<A>Happy to help! Let me just confirm that the movie you're talking about is Avengers: Endgame. Is that right?<U>That’s right.<PN>find_theaters<PAN>name.movie<PAV>Avengers: Endgame<PAN>location<PAV>Las Vegas, Nevada<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. Avengers: Endgame is playing at both AMC Mountain 16 and Cinemark Plaza 24 in Las Vegas, Nevada.<U>mm... can you help me to remember the movie name which recently it has been remake of Disney's traditional animated film<A>Let me check.<PN>resolve_movie<PAN>name.movie<PAV>remake of Disney's traditional animated film<PR>resolve_movie<PRAN>name.movie<PRAV>The Lion King<A>I found some titles that might be what you're thinking of. The first is Long Way To Darkness. The second is The Lion King. Are either of those the one you want?"	[A]Great let me check theaters.	dlg-37913f38-5be0-4bbc-8535-7a4ddf4e21ca
<U>The nearest Regal cinemas theater would be good.<C><U>I would like to see a movie tonight.<A>Great I can help you order some tickets!<U>That would be great.<A>What would you like to see?<U>I want to see Star wars.<A>What theater would you like to go to?	[A]What time would you like to go?	dlg-9a1609de-664a-4c2c-9608-5e9c6a6516c8
<U>OK, and what are the showtimes?<C><U>What are the most popular movies playing right now?<PN>find_movies<PAN>description.other<PAV>most popular movies<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem<PRAV>BEyond the Storm<PRAV>Backcountry<A>Not My Problem, BEyond the Storm, and Backcountry are currently the top three movies playing.<U>What is Beyond the Storm about?<PN>get_movie_attribute<PAN>name.movie<PAV>BEyond the Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<PN>get_movie_attribute<PAN>name.movie<PAV>BEyond the Storm<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<A>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board - directed by James Cameron.<U>Is it an action movie?<PN>get_movie_attribute<PAN>name.movie<PAV>BEyond the Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<A>Yes.<U>OK, where is it playing near Spring Hill, Kansas?<PN>find_theaters<PAN>name.movie<PAV>BEyond the Storm<PAN>location<PAV>near Spring Hill, Kansas<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<A>It is currently playing at Cinemark Downtown close to Spring Hill.	[A]For which day?	dlg-f918610a-e021-42b2-b2ff-255879e87fc8
