<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<C><U>hey there, I need some movie tickets.<A>I can help with that, what movie?<U>Whatever is new, something exciting like action or scary, anything like that showing?<A>I can check it out! What is your location?<U>I am in the Spring Hills Kansas area.<PN>find_movies<PAN>description.other<PAV>new, something exciting<PAN>location<PAV>Spring Hills Kansas<PR>find_movies<PRAN>name.movie<PRAV>Shuttered<PRAV>Beyond The Storm<A>Ok, I found Shuttered and Beyond The Storm.<U>ok, can I get some details?<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Horror<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 61%<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 81%<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.person	[A]Sure, Shuttered - Horror - rated R - Rotten Tomatoes 61% - Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm. An then Beyond The Storm - Action - rated PG-13 - Rotten Tomatoes 81% - Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board - directed by James Cameron.	dlg-dab573e7-61dd-4a5b-ab66-286f1aa14fa3
<U>Standard<C><U>I'd like to purchase movie tickets for tonight.<A>Sure, would you like me to help buy them?<U>That'd be great.<A>What city would you like to go to the movies in?<U>Dallas, TX.<PN>find_theaters<PAN>location<PAV>Dallas, TX<PR>find_theaters<PRAN>name.theater<PRAV>Cinepolis Luxury Cinema<PRAV>Alamo Drafthouse<A>Okay, would you prefer the Alamo Drafthouse Theater or Cinepolis Luxury Cinema?<U>Which one is closest to my current location?<A>The Alamo Drafthouse theater is closest to your current location.<U>Okay, let's go with that theater<A>Okay, would you like to hear whats showing?<U>Yes please<PN>find_movies<PAN>location<PAV>Dallas, TX<PAN>name.theater<PAV>Alamo Drafthouse<PR>find_movies<PRAN>name.movie<PRAV>1917<PRAV>Bad boys<PRAV>doolittle<PRAV>birds of prey<PRAV>The Rhythm Section<A>Showing at the Alamo Drafthouse theater is 1917, Bad boys, doolittle, birds of prey and The Rhythm Section.<U>What is the Rhythm section about?<PN>get_movie_attribute<PAN>name.movie<PAV>The Rhythm Section<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Stephanie Patrick veers down a path of self-destruction after a tragic plane crash kills her family. When Stephanie discovers it wasn't an accident, she turns to a former CIA operative who can help her find the culprits. But her quest to uncover the truth soon turns into a full-blown quest for revenge as she decides to punish those responsible<A>Stephanie Patrick veers down a path of self-destruction after a tragic plane crash kills her family. When Stephanie discovers it wasn't an accident, she turns to a former CIA operative who can help her find the culprits. But her quest to uncover the truth soon turns into a full-blown quest for revenge as she decides to punish those responsible.<U>Sounds suspenseful, what are movie times for that?<PN>find_showtimes<PAN>name.movie<PAV>The Rhythm Section<PAN>name.theater<PAV>Alamo Drafthouse<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>5:30pm<PRAV>10pm<PRAV>6:45pm<PRAV>8pm<A>5:30pm, 6:45pm, 8pm, 10pm.<U>Let's go with 6:45pm.<A>On a standard or IMAX screen.	[A]How many tickets would you like?	dlg-8a4fb1bf-b375-4ea6-85dd-1e349e63e2ff
<PR>find_showtimes<PRAN>time.showing<PRAV>1:30pm<PRAV>3:40<PRAV>6:10pm<PRAV>8:30pm<C><U>hey i m just planning to go for movie tonight<A>sure ..if you let know about any specific movie in which you are interested<U>no not a specific one ...but something interesting<A>will you please let me know about your location so that I may suggest you with the best<U>Spring Hills Kansas...<A>there are four options available would you like to know?<U>yeah sure !<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 72%<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>troubled teen tries to convince his depressed elderly neighbor that things are not what they seem<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp.Movie2:<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Romantic Comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 69%<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist-<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds.Movie3:<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Horror<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 61%<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm.Movie4:<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Action<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 81%<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<A>Movie1: Not My Problem - Comedy - rated PG-13 - Rotten Tomatoes 72% - A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem. - Stars Matt Damon and Noah Schnapp.Movie2: Family Jewels - Romantic Comedy - rated R - Rotten Tomatoes 69% - A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist- Stars Melissa McCarthy and Ryan Reynolds.Movie3: Shuttered - Horror - rated R - Rotten Tomatoes 61% - Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm.Movie4: Beyond The Storm - Action - rated PG-13 - Rotten Tomatoes 81% - Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board - directed by James Cameron<U>I will go for Beyond the Storm<PN>find_theaters<PAN>location<PAV>Spring Hills Kansas..<PAN>name.movie<PAV>Beyond The Storm<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<PN>find_showtimes<PAN>name.movie<PAV>Beyond The Storm<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>tonight	[A]action movie is always a better choice,Beyond the Storm is available at Cinemark Downtown with followings shows 1:30pm - 3:40 6:10pm - 8:30pm	dlg-93a36244-c373-4f81-a29c-c5e3f68b4b54
<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG<C><U>I want to purchase tickets for a movie.<A>Okay, great! What movie theater would you like to go to?<U>I would like to go to UA Theater in King of Prussia, PA.<A>Regal UA King Of Prussia, PA - And what movie would you like to see?<U>The Call of the Wild.<PN>get_movie_attribute<PAN>name.movie<PAV>Call of the Wild<PAN>attribute<PAV>rating.movie	[A]Call of the Wild - Rated PG - what day did you want to see this movie?	dlg-495f839c-d82a-4feb-9db1-e9290743393f
<U>That sounds cool<C><U>I wanna see a movie in Spring Hills Kansas.<A>where would you like to watch it?<U>Spring Hills Kansas<A>what movie?<U>I wanna see Not my Problem<A>any other movie?<U>Yes shuttered<A>that is a good one<U>Tell me about them<PN>get_movie_attribute<PAN>name.movie<PAV>shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>drama<PN>get_movie_attribute<PAN>name.movie<PAV>Not my Problem<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>comedy<A>Shuttered is a drama and Not my problem is a comedy	[A]so which one?	dlg-9472ebe1-7246-413e-91b6-90ff2ccd79ea
<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mercado 24<C><U>I would like to buy some movie tickets for theaters in Davis, California<A>No problem. Do you have a movie in mind?<U>I was thinking about No Time To Die<PN>find_theaters<PAN>name.movie<PAV>No Time To Die<PAN>location<PAV>Davis, California	[A]It looks like the nearest theater playing No Time To Die is at the AMC Mercado 24 in Sacramento, California.	dlg-76281353-8dcf-4c96-aace-fded16f17624
<U>Creek's End city and Oregon States<C><U>I'm in interest to going out to movies tonight.<A>OK. And where will you be seeing the movie?<U>In SB city centre<A>OK. Can you give me the city and state?	[PN]resolve_location[PAN]location[PAV]Creek’s End, Oregon	dlg-36d2fc2e-c37a-4c3d-9b22-ad2e5067cd21
<U>Okay everything sounds good. Order the tickets.<C><U>Hello. I would like to see Birds of Prey in theaters.<A>Okay. I will look for theathers placing that in your location<U>Thank you<PN>find_theaters<PAN>name.movie<PAV>Birds of Prey<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>Pickwick theater<PRAV>AMC Norridge<A>It is playing nearby at the Pickwick theater and AMC Norridge<U>Okay I would like to see it at the Norridge AMC<A>Okay. DO you have a time preference?<U>Between 7PM-9PM<A>Okay I will search for showtimes in that range<U>Thank you<PN>find_showtimes<PAN>name.movie<PAV>Birds of Prey<PAN>name.theater<PAV>AMC Norridge<PAN>date.showing<PAV>today<PAN>time.preference<PAV>Between 7PM-9PM<PR>find_showtimes<PRAN>time.showing<PRAV>8PM<A>Okay I found a showtime for 8PM in either regular or IMAX.<U>I would like to see it in IMAX<A>Okay I will order tickets for the IMAX showing. How many should I order?<U>3 tickets<A>Okay. I will order 3 tickets<U>Actually cancel that, we want to see Bad Boys For Life now at Norridge.<PN>find_showtimes<PAN>name.movie<PAV>Bad Boys For Life<PAN>name.theater<PAV>AMC Norridge<PAN>date.showing<PAV>today<PAN>time.preference<PAV>Between 7PM-9PM<PR>find_showtimes<PRAN>time.showing<PRAV>7:45PM<A>Okay. there is a showtime for that movie at 7:45PM if that is okay.<U>Yes we will do that<A>Perfect. I can place the order now.<U>Can you go over what you have?<A>Sure. 3 tickets for Bad Boys For Life at 7:45PM at the AMC in Norridge.	[PN]book_tickets[PAN]name.movie[PAV]Bad Boys For Life[PAN]name.theater[PAV]AMC Norridge[PAN]num.tickets[PAV]3[PAN]time.showing[PAV]7:45PM[PAN]date.showing[PAV]today[PAN]seating[PAV]any	dlg-614aae3a-8b62-4614-9ba7-e5264d145779
<U>Two tickets.<C><U>hello, i want to watch a movie.<A>Ok, what is your location?<U>Hillview Washington<PN>resolve_location<PAN>location<PAV>Hillview Washington<PR>resolve_location<PRAN>location<PRAV>Hillview Washington<PN>find_movies<PAN>location<PAV>Hillview Washington<PR>find_movies<PRAN>name.movie<PRAV>Indulgent<PRAV>Beholden,King<PRAV>Beholden,King Johnny<PRAV>Five Ways to Wacky<A>Indulgent, Beholden,King Johnny, Five Ways to Wacky are the movies now playing.<U>Suggest me the comedy movies.<PN>get_movie_attribute<PAN>name.movie<PAV>King Johnny<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Five Ways to Wacky<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>comedy<A>Sure, King Johnny and Five Ways to Wacky are the comedy movies.<U>What are the ratings of the movies?<PN>get_movie_attribute<PAN>name.movie<PAV>King Johnny<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<PN>get_movie_attribute<PAN>name.movie<PAV>Five Ways to Wacky<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<A>They are rated with R and PG-13.<U>Tell me the critic reviews.<PN>get_movie_attribute<PAN>name.movie<PAV>King Johnny<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>rotten tomatoes of 71%<PN>get_movie_attribute<PAN>name.movie<PAV>Five Ways to Wacky<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>69%<A>Sure, They reviewed as rotten tomatoes of 71% and 69%.<U>I want to watch the movie King Johnny.<A>ok<U>Tell me the showtimes.<A>Sure, before that how many tickets you want?	[PN]find_theaters[PAN]name.movie[PAV]King Johnny[PAN]location[PAV]Hillview Washington	dlg-eb42ab25-1052-440a-b83d-50d73dda6bc9
<PR>get_movie_attribute<PRAN>name.genre<PRAV>Comedy<C><U>thanks,i want to buy movie ticket<A>which movie?<U>which movies run in theater<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem<PRAV>Family Jewels<PRAV>Shuttered<PRAV>Beyond The Storm<PRAV>Backcountry<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.genre	[PN]get_movie_attribute[PAN]name.movie[PAV]Not My Problem[PAN]attribute[PAV]rating.movie	dlg-5b21b80d-7f3e-465b-a6c4-bc7d6134c8bc
<U>Is it playing at the Regal Winrock? I like the theater seats they have there.<C><U>Hi. Can I book a movie ticket for the weekend?<A>Of course. What day would you like to book a ticket for?<U>I'm off work on Sunday, so I'm planning on going by myself then.<A>Alright. Did you have a movie in mind, or would you like suggestions?<U>I was thinking about seeing 1917. I've heard it's pretty good.<A>Where would you like to see 1917?<U>Here in Albuquerque. Are any theaters showing it?<A>Almost every theater has 1917 playing. Would you like a full list?	[A]There are eight showtimes available tomorrow at the Regal Winrock for 1917.	dlg-b74463e5-11d8-4c98-82f1-e766bf8f3490
<PR>get_movie_attribute<PRAN>name.genre<PRAV>drama<C><U>It's raining today so I want to go see a movie.<A>Okay I can help you with that. Where are you located?<U>I am in Spring Hills, Kansas. I want the movie to be for tonight by the way.<A>Okay, what theater do you want to go to?<U>What all theaters are in town?<PN>find_theaters<PAN>location<PAV>Spring Hills, Kansas<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<PRAV>Cinemark Downtown<A>There is the AMC Holiday Theater and the Cinemark Downtown.<U>I like the Cinemark.<A>Great. What movie do you want to see?<U>What's playing?<PN>find_movies<PAN>location<PAV>Spring Hills, Kansas<PAN>name.theater<PAV>Cinemark Downtown<PR>find_movies<PRAN>name.movie<PRAV>Beyond the Storm<PRAV>Backcountry<A>Beyond the Storm and Backcountry.<U>Wow, I don't know anything about either of those movies. What are they about?<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>name.genre	[PN]get_movie_attribute[PAN]name.movie[PAV]Beyond the Storm[PAN]attribute[PAV]description.plot	dlg-747e02c3-d27f-48a2-9c2f-24aceb013056
<PR>book_tickets<PRAN>status<PRAV>success<C><S><A>Hello. How can I help you?<U>Yeah, I want to see that No Time Movie that's out.<PN>resolve_movie<PAN>name.movie<PAV>No Time Movie<PR>resolve_movie<PRAN>name.movie<PRAV>No Time To Die<A>Happy to help! Let me just confirm that the movie name is No Time To Die. Is that right?<U>Yeah, that's one. No Time To Die.<A>OK. Would you mind giving me the city and state where you’d like to see your movie?<U>I'm here in downtown Baghdad by the Bay.<PN>resolve_location<PAN>location<PAV>downtown Baghdad by the Bay<PR>resolve_location<PRAN>location<PRAV>San Francisco, California<A>OK. San Francisco, California. One moment.<U>Cool. Thanks.<PN>find_theaters<PAN>name.movie<PAV>No Time To Die<PAN>location<PAV>San Francisco, California<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. No Time To Die is currently playing at AMC Mountain 16 and Cinemark Plaza 24 in San Francisco, California. Do you have a preference?<U>I think we will take the AMC Mountain 16, that's the closest one to me.<A>OK. Let me check showtimes at AMC Mountain 16.<U>Thank you very much. I appreciate it.<PN>find_showtimes<PAN>name.movie<PAV>No Time To Die<PAN>name.theater<PAV>AMC Mountain 16<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>4:30pm<PRAV>6:40pm<PRAV>9:10pm<A>Remaining showtimes for No Time To Die are 4:30pm, 6:40pm and 9:10pm.<U>I think we should take the late one. The 9:10 pm.<A>Got it. And how many tickets?<U>Three drinking buddies.<A>All right. Let me confirm that you’d like three tickets for No Time To Die at AMC Mountain 16 tonight at 9:10pm. Is that all correct?<U>Yeah, that sounds right.<A>Is it OK to go ahead and purchase these tickets?<U>Yeah, that's perfect. Three people for the 9:10 pm tonight at the Mountain to see No Time To Die.<PN>resolve_theater<PAN>name.theater<PAV>Mountain<PAN>location<PAV>San Francisco, California<PR>resolve_theater<PRAN>name.theater<PRAV>AMC Mountain 16<PN>book_tickets<PAN>name.movie<PAV>No Time To Die<PAN>name.theater<PAV>AMC Mountain 16<PAN>num.tickets<PAV>Three<PAN>time.showing<PAV>9:10pm<PAN>date.showing<PAV>tonight<PAN>seating<PAV>any	[A]OK. Your tickets are purchased and details for how to proceed have been sent to your email address. Can I help with anything else?	dlg-c1b26ff1-d1e9-470f-af11-d5e315526b17
<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<C><U>I’d like to go to the movies tonight.<A>OK. And in what city?<U>Creek’s End Oregon<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>Mulan because I love it.<PN>find_theaters<PAN>name.movie<PAV>Mulan<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>Sure. In Creek’s End, Oregon, I see that Mulan is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>AMC Mercado 24, because it’s closer.<PN>find_showtimes<PAN>name.movie<PAV>Mulan<PAN>name.theater<PAV>AMC Mercado 24	[A]No problem. It looks like tonight’s remaining showtimes for Mulan at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?	dlg-64f679cf-a9ca-4742-9c2d-7ed5f5210b0f
